Odmiany;Rok wyników; Typ; Rok rejestracji; Wartość browarna; Plon Ziarna a1; Plon Ziarna a2; MZT; Wyrównanie ziarna; Wysokość roślin; Dojrzałość pełna; Wyleganie; Mączniak prawdziwy; Plamistość siatkowa; Rdza jęczmienia; Rynchospiroza; Czarna plamistość; Zawartość białka
Paustian;2021;pastewny;2016;0;59,80;69;44,10;81;73;200;5;5;4;5;5;4;4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
Pilote;2021;pastewny;2018;0;63,40;71;45,60;78;72;200;4;5;5;5;5;5;4;50,6;58,8;56,7;65,1;73,3;77,2;56,2;71,3;58,7;72,5;81,9;88,1;
Podarek;2021;pastewny;2014;0;63,10;63,90;46,30;76;77;200;6;2;6;5;4;5;5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
Poemat;2021;pastewny;2021;0;63,60;72,50;49,50;78;75;201;6;4;6;6;5;5;6;52,3;61,9;54,8;65,3;74,2;74,7;59,2;73,8;58,8;73,0;84,6;85,3;
PoloniaStaropolska;2021;pastewny;2016;0;63,10;70,30;42,30;66;66;200;4;1;5;5;5;5;5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
Radek;2021;pastewny;2015;0;62,70;69,20;45,20;76;76;200;5;6;6;6;5;6;5;54,0;64,7;50,2;64,7;76,4;71,1;58,2;71,4;55,6;71,6;80,6;82,2;
Ramzes;2021;pastewny;2017;0;63,10;65;43,10;81;75;201;5;6;6;4;5;5;5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
Raptus;2021;pastewny;2019;0;59,20;68,80;44,90;74;71;200;4;5;4;5;6;5;5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
Rekrut;2021;pastewny;2021;0;65,50;73,90;46,40;77;80;200;6;6;5;6;5;6;5;52,8;63,8;59,3;66,3;74,5;74,5;59,2;72,4;59,1;73,3;83,8;86,2;
Rezus;2021;pastewny;2018;0;62,80;71,10;45,80;83;76;200;5;3;6;5;5;5;5;48,1;58,2;54,4;65,5;76,0;72,2;53,9;72,8;60,4;73,3;81,2;84,5;
Rubaszek;2021;pastewny;2014;0;61,70;69,60;43,40;70;71;200;6;5;6;4;5;5;5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
Runner;2021;pastewny;2018;0;62,40;70,80;47,80;78;71;200;5;5;5;4;5;5;4;52,9;59,8;55,2;67,5;70,7;73,0;59,2;74,7;58,1;75,2;81,3;86,5;
Salome;2021;pastewny;2014;0;63,10;68,80;45,90;78;70;200;5;6;5;5;5;5;5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
Schiwago;2021;pastewny;2021;0;64,60;74,70;50;78;72;200;4;6;6;6;6;6;5;47,6;58,3;53,0;67,8;75,6;76,7;55,5;71,3;57,2;78,4;83,7;87,9;
Soldo;2021;pastewny;2013;0;63,10;68,60;48,60;81;72;200;6;5;5;5;5;5;5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
Teksas;2021;pastewny;2017;0;63,10;66,60;43,80;77;70;200;5;6;6;4;5;5;5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;
Trofeum;2021;pastewny;2021;0;64,70;70,80;45,90;74;72;201;7;7;6;6;6;5;6;49,4;64,3;54,6;66,3;78,3;72,1;57,2;71,7;57,9;72,3;84,2;82,3;
Wirtuoz;2021;pastewny;2021;0;64,20;73;46,90;69;71;200;4;6;5;5;5;5;5;48,5;64,9;55,2;67,7;73,0;75,8;55,2;75,3;60,0;76,2;81,0;87,9;
Amidala;2022;browany;2020;7,80;66,40;73,70;48,40;79;75;203;4;5;5;5;5;5;5;67,7;87,1;64,9;57,9;61,5;73,0;73,6;96,9;68,2;66,9;67,0;84,1;
Avus;2022;browany;2021;8,10;65,90;74;48,50;85;79;204;4;6;4;6;5;4;5;69,8;90,9;67,5;54,6;65,0;74,5;76,6;97,9;70,5;72,9;68,4;83,0;
